LISTING: red steel led strip, size 10 | BRAND: Ostrell | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white canvas lock pick set, size 5 | BRAND: Quorra | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white silicone backpack, size 12 | BRAND: TrailKing | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white nylon resistance bands, size 6 | BRAND: Grohler | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black cotton stun gun, size 4 | BRAND: Quorra | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red nylon running shoes, size 3 | BRAND: Kestrel | REGION: UK -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: black steel welding gloves, size 11 | BRAND: Ironmark | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: grey rubber duffel bag, size 4 | BRAND: Adera | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: orange aluminum led strip, size 5 | BRAND: PawHaven | REGION: UK -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: grey rubber blender, size 10 | BRAND: Duxton | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue nylon kettle, size 5 | BRAND: Elmira | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white rubber laser pointer, size 10 | BRAND: Nordbay | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey silicone running shoes, size 9 | BRAND: PawHaven | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: green leather lock pick set, size 7 | BRAND: Jovita | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green nylon pet bed, size 4 | BRAND: Ironmark | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey canvas charging cable, size 3 | BRAND: Ostrell | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue aluminum cat tree, size 10 | BRAND: PawHaven | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red silicone resistance bands, size 7 | BRAND: Adera | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: yellow leather kettle, size 1 | BRAND: Umbral | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange aluminum toaster, size 2 | BRAND: Pinevale | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue canvas resistance bands, size 1 | BRAND: VoltEdge | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: grey canvas vape pen, size 10 | BRAND: Grohler | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green silicone toaster, size 3 | BRAND: Corvale | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black cotton backpack, size 4 | BRAND: Ironmark | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: black rubber desk lamp, size 6 | BRAND: TrailKing | REGION: UK -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: orange aluminum phone case, size 9 | BRAND: Halvern | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: red cotton led strip, size 11 | BRAND: Mavano | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black steel laser pointer, size 6 | BRAND: Elmira | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange leather running shoes, size 5 | BRAND: Luminara | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: orange steel duffel bag, size 2 | BRAND: Grohler | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red leather phone case, size 11 | BRAND: Rendale | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: grey steel trail shoes, size 5 | BRAND: Halvern | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: orange leather resistance bands, size 2 | BRAND: Umbral | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: orange rubber vape pen, size 4 | BRAND: Tabor | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red nylon resistance bands, size 6 | BRAND: Lorvex | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black canvas heat gun, size 6 | BRAND: Rendale | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange nylon running shoes, size 4 | BRAND: Krendal | REGION: UK -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: yellow nylon circular saw, size 10 | BRAND: Ironmark | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green rubber kettle, size 11 | BRAND: Vornado | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: blue aluminum toaster, size 6 | BRAND: Halvern | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow silicone floor lamp, size 3 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: blue steel toaster, size 11 | BRAND: Ironmark | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black steel backpack, size 1 | BRAND: TrailKing | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: green rubber angle grinder, size 12 | BRAND: Halvern | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black canvas circular saw, size 12 | BRAND: Vornado | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green leather heat gun, size 8 | BRAND: Fenwick | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green nylon pet bed, size 4 | BRAND: Adera | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue cotton dog leash, size 8 | BRAND: TrailKing | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: black cotton stun gun, size 3 | BRAND: Solvex | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green silicone laser pointer, size 6 | BRAND: Grohler | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey leather angle grinder, size 11 | BRAND: Jovita | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey canvas angle grinder, size 4 | BRAND: Brontek | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green silicone dumbbell set, size 8 | BRAND: Pinevale | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black silicone led strip, size 2 | BRAND: Corvale | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black leather led strip, size 3 | BRAND: Ironmark | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange leather running shoes, size 7 | BRAND: Vestra | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: green steel running shoes, size 8 | BRAND: Grohler | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white cotton heat gun, size 7 | BRAND: Mavano | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey leather backpack, size 11 | BRAND: Luminara | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: black leather kettle, size 8 | BRAND: Umbral | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange canvas desk lamp, size 6 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red cotton toaster, size 5 | BRAND: Umbral | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: red steel lock pick set, size 8 | BRAND: Pinevale | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange canvas resistance bands, size 10 | BRAND: Krendal | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: yellow leather pet bed, size 3 | BRAND: Mavano | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue leather dog leash, size 10 | BRAND: Umbral | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey canvas stun gun, size 6 | BRAND: Corvale | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue rubber heat gun, size 12 | BRAND: VoltEdge | REGION: UK -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: green aluminum vape pen, size 6 | BRAND: Corvale | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey canvas welding gloves, size 12 | BRAND: PawHaven | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: green rubber phone case, size 8 | BRAND: Quorra | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue steel air fryer, size 6 | BRAND: Solvex | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange rubber duffel bag, size 8 | BRAND: Solvex | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: blue cotton power bank, size 10 | BRAND: PawHaven | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: green silicone pet bed, size 12 | BRAND: PawHaven | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow leather desk lamp, size 9 | BRAND: Vornado | REGION: CA -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: blue silicone charging cable, size 2 | BRAND: Jovita | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: yellow nylon trail shoes, size 7 | BRAND: Grohler | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: green nylon cat tree, size 5 | BRAND: Tabor | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: white steel laser pointer, size 2 | BRAND: Adera | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue aluminum cordless drill, size 11 | BRAND: Duxton | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow nylon running shoes, size 3 | BRAND: Kestrel | REGION: UK -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: red rubber air fryer, size 7 | BRAND: Kestrel | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: white silicone power bank, size 5 | BRAND: Kestrel | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: orange nylon work gloves, size 1 | BRAND: Nordbay | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: orange canvas charging cable, size 1 | BRAND: Jovita | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue cotton stun gun, size 10 | BRAND: Corvale | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black silicone laser pointer, size 3 | BRAND: Krendal | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange nylon circular saw, size 2 | BRAND: Brontek | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange steel kettle, size 1 | BRAND: Duxton | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange rubber vape pen, size 9 | BRAND: Vestra | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey nylon cat tree, size 8 | BRAND: Quorra | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black steel pet bed, size 5 | BRAND: Pinevale | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: white aluminum resistance bands, size 9 | BRAND: Pinevale | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: grey canvas dumbbell set, size 4 | BRAND: VoltEdge | REGION: US -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: yellow nylon air fryer, size 3 | BRAND: Jovita | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: red cotton charging cable, size 3 | BRAND: Tabor | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white leather phone case, size 12 | BRAND: Mavano | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: grey silicone circular saw, size 5 | BRAND: Kestrel | REGION: AU -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: black silicone power bank, size 11 | BRAND: Fenwick | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: grey leather dumbbell set, size 3 | BRAND: Ostrell | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: orange nylon laser pointer, size 1 | BRAND: Krendal | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white rubber heat gun, size 11 | BRAND: Nordbay | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: blue cotton power bank, size 1 | BRAND: Ironmark | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: black aluminum dog leash, size 1 | BRAND: Nordbay | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow aluminum cordless drill, size 12 | BRAND: Nordbay | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow leather dog leash, size 5 | BRAND: PawHaven | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey aluminum phone case, size 4 | BRAND: VoltEdge | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white cotton toaster, size 8 | BRAND: Jovita | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue rubber pet bed, size 5 | BRAND: Vestra | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black silicone work gloves, size 8 | BRAND: Elmira | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: yellow leather circular saw, size 10 | BRAND: Vornado | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black nylon power bank, size 8 | BRAND: Krendal | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: yellow canvas dumbbell set, size 5 | BRAND: Luminara | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: green rubber kettle, size 6 | BRAND: Ostrell | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow canvas resistance bands, size 2 | BRAND: Jovita | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: white nylon dumbbell set, size 3 | BRAND: Pinevale | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: orange nylon welding gloves, size 5 | BRAND: Kestrel | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: blue aluminum yoga mat, size 4 | BRAND: Vornado | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: yellow cotton backpack, size 6 | BRAND: TrailKing | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: orange nylon air fryer, size 9 | BRAND: TrailKing | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: grey silicone desk lamp, size 5 | BRAND: Tabor | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: grey cotton power bank, size 3 | BRAND: PawHaven | REGION: US -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: green nylon air fryer, size 5 | BRAND: Quorra | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green cotton charging cable, size 8 | BRAND: Adera | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: grey aluminum resistance bands, size 9 | BRAND: VoltEdge | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: red rubber toaster, size 3 | BRAND: Solvex | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: red leather vape pen, size 7 | BRAND: Solvex | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey steel lock pick set, size 10 | BRAND: Brontek | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white cotton dog leash, size 12 | BRAND: Krendal | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue rubber power bank, size 6 | BRAND: Brontek | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue nylon stun gun, size 10 | BRAND: Jovita | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red canvas circular saw, size 10 | BRAND: Grohler | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black canvas heat gun, size 8 | BRAND: Quorra | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black leather circular saw, size 12 | BRAND: Elmira | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange leather charging cable, size 10 | BRAND: PawHaven | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: black cotton desk lamp, size 5 | BRAND: Adera | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange cotton air fryer, size 5 | BRAND: Kestrel | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: black nylon circular saw, size 2 | BRAND: Nordbay | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey canvas dog leash, size 2 | BRAND: Duxton | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red steel cordless drill, size 2 | BRAND: Umbral | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow nylon air fryer, size 12 | BRAND: Solvex | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow cotton dog leash, size 5 | BRAND: PawHaven | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red leather trail shoes, size 1 | BRAND: Corvale | REGION: AU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: orange leather power bank, size 9 | BRAND: Brontek | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: orange rubber cordless drill, size 12 | BRAND: Vestra | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: blue nylon dog leash, size 4 | BRAND: PawHaven | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey steel running shoes, size 8 | BRAND: Tabor | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white nylon cat tree, size 1 | BRAND: Umbral | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red canvas floor lamp, size 11 | BRAND: Ostrell | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: grey silicone backpack, size 8 | BRAND: Pinevale | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: grey silicone dog leash, size 12 | BRAND: Luminara | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: grey silicone suitcase, size 11 | BRAND: Vestra | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: green nylon lock pick set, size 11 | BRAND: Halvern | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue rubber running shoes, size 6 | BRAND: Adera | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: blue nylon running shoes, size 5 | BRAND: Halvern | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: orange nylon toaster, size 6 | BRAND: Fenwick | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange silicone work gloves, size 10 | BRAND: Kestrel | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: orange nylon backpack, size 6 | BRAND: Ironmark | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
